gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc,log_assets,ebitda_margin,asset_tangibility,cash_holdings,non_debt_tax_shield,roa,book_leverage,lev
143974,BREAD FINANCIAL HOLDINGS INC,BFH,11,018581108,USA,6141,A,2009,12,2009-12-31,5225.667,4952.891,1964.341,510.38,165.012,125.286,787.382,,143.734,2422.889,824.463,8.561337724188133,0.25982250535930373,0.03157721301414728,0.15067588501142531,0.023975121262032193,0.027505388307368227,0.6214234469972924,0.6214234469972924
025633,OMEGA HEALTHCARE INVS INC,OHI,11,681936100,USA,6798,A,2001,12,2001-12-31,890.839,440.149,257.618,,,,11.445,,-16.657,313.769,99.403,6.7921637152959855,0.11070856853989385,0.010320582740063824,0.012847439324052943,0.008842549821829221,-0.018698103697750098,0.46380097862801245,0.46380097862801245
024474,TECHNOLOGY SOLUTIONS CO,TSCC,19,87872T207,USA,7370,A,2000,12,2000-12-31,127.638,41.265,131.604,0.218,3.52,3.968,57.365,,-2.662,,,4.849198132218024,0.0016564846053311448,0.027577994014321754,0.44943512120214985,0.03108792052523543,-0.020855857973330824,0.0,0.0
015240,WESTWATER RESOURCES INC,,,,USA,3620,A,2024,12,2024-12-31,146.357,13.235,,-11.219,138.099,0.249,4.272,,-12.657,0.095,0.14,4.9860488425372695,0.11070856853989385,0.9143230659738049,0.029188901111665312,0.0017013193765928517,-0.08648031867283423,0.0016056628654591172,0.0016056628654591172
033183,COSMOS GROUP HOLDINGS INC,COSG,19,221411200,USA,5961,A,2021,12,2021-12-31,42.595,22.826,10.059,-23.23,0.059,0.859,1.131,,-25.03,0.078,0.722,3.751736875494804,-2.309374689332936,0.001385139100833431,0.026552412254959502,0.02016668623077826,-0.5876276558281489,0.01878154712994483,0.01878154712994483
011115,VARIAN MEDICAL SYSTEMS INC,VAR,11,92220P105,USA,3845,I,2015,9,2015-09-30,3600.748,1874.404,3099.111,633.887,379.215,68.52,845.468,,411.485,337.5,158.446,8.188896880639167,0.20453833373506144,0.10531561775497757,0.23480343528622385,0.01902937945115848,0.11427764453385797,0.13773415968015534,0.13773415968015534
187548,BIRCHTECH CORP,BCHT,19,59833H101,USA,4950,A,2013,12,2013-12-31,1.924,6.83,1.668,-4.047,0.173,0.176,0.51,,-4.854,4.675,0.304,0.6544063522435147,-2.426258992805755,0.08991683991683991,0.26507276507276506,0.09147609147609147,-2.522869022869023,2.587837837837838,2.587837837837838
063917,DELTA FINANCIAL CORP,DFCLQ,19,247918105,USA,6162,I,2002,12,2002-12-31,73.544,44.047,86.143,24.377,2.553,3.236,27.97,,17.637,27.196,,4.297883866561453,0.282982946960287,0.034713912759708476,0.38031654519743285,0.044000870227346896,0.23981562058087677,0.369792233220929,0.369792233220929
064906,US GLOBAL NANOSPACE INC,USGA,19,91729J107,USA,2820,I,2005,3,2006-03-31,0.153,3.118,0.26,-5.34,,,0.021,,-5.446,,0.852,-1.8773173575897015,-20.538461538461537,0.07826086956521738,0.13725490196078433,0.26666666666666666,-19.710255789250056,5.568627450980392,5.568627450980392
264387,ANGIODYNAMICS INC,ANGO,14,03475V101,USA,3841,A,2018,5,2019-05-31,836.438,221.623,270.634,19.111,24.258,20.156,227.641,,61.34,124.407,7.5,6.729152399329709,0.07061566543745428,0.02900155181854483,0.2721552583694189,0.024097422642204203,0.07333478392899415,0.15770086964006894,0.15770086964006894
165968,SUNWORKS INC,SUNWQ,19,86803X204,USA,3674,A,2021,12,2021-12-31,100.813,28.047,101.154,-17.109,7.104,5.877,20.042,,-26.625,2.051,1.417,4.613267315575547,-0.16913814579749692,0.0704671024570244,0.1988037257099779,0.05829605308839137,-0.2641028438792616,0.034400325354864945,0.034400325354864945
063736,HARTFORD LIFE INSURANCE CO,9627A,,41699X008,USA,6311,I,2003,12,2003-12-31,171940.0,165336.0,4868.0,911.0,,117.0,3237.0,175.0,626.0,,,11.665055300146856,0.1871405094494659,0.009511715327759348,0.018826334767942307,0.0006804699313714087,0.003640804931953007,0.0,0.0
014150,IMAGE ENTERTAINMENT INC,,,,USA,7819,I,2001,3,2002-03-31,81.898,49.39,94.813,4.082,13.851,3.191,0.303,,-0.195,12.802,12.823,4.40547457053643,0.043053167814540196,0.16912500915773282,0.0036997240469852743,0.03896310044201324,-0.002381010525287553,0.31288920364355666,0.31288920364355666
156418,EXELON GENERATION CO LLC,EXC2,,30161M004,USA,4911,I,2004,12,2004-12-31,16438.0,13355.0,7938.0,1324.0,7536.0,294.0,289.0,662.0,673.0,2583.0,330.0,9.707351006708445,0.16679264298311916,0.4584499330818834,0.01758121425964229,0.01788538751672953,0.04094172040394208,0.1772113395790242,0.1772113395790242
024233,STATE AUTO FINANCIAL CORP,STFC,14,855707105,USA,6331,I,2014,12,2014-12-31,2766.9,1894.0,1172.7,48.5,8.1,11.7,142.8,16.5,107.4,100.8,,7.925482838909783,0.0413575509507973,0.002927463948823593,0.05161010517185298,0.004228559037189634,0.038816003469586906,0.036430662474249156,0.036430662474249156
112968,MANNATECH INC,MTEX,14,563771203,USA,2834,A,2008,12,2008-12-31,124.058,55.329,332.703,-2.189,37.042,12.31,32.809,5.822,-12.628,0.155,0.131,4.820749198183361,-0.006579441724300653,0.298586145190153,0.26446500830256814,0.09922778055425688,-0.10179109771236035,0.0023053732931370813,0.0023053732931370813
064193,EMCLAIRE FINANCIAL CORP,EMCF,14,290828102,USA,6020,I,2007,12,2007-12-31,311.72,287.017,20.798,5.977,7.904,0.68,10.483,1.953,2.697,35.0,5.4,5.74210534897536,0.2873834022502164,0.025356088797638905,0.0336295393301681,0.0021814448864365455,0.008651995380469651,0.12960349031181828,0.12960349031181828
040855,ECB BANCORP INC,ECBK,14,26828M106,USA,6020,A,2021,12,2021-12-31,666.489,589.216,23.597,9.237,3.784,0.3,52.975,,4.042,9.0,,6.5020236353565375,0.3914480654320464,0.005677513057229751,0.07948368240135996,0.00045011995696853205,0.006064616220222689,0.013503598709055964,0.013503598709055964
012551,EYE CARE CENTERS OF AMERICA,IPRO.1,13,302294103,USA,5990,I,2001,12,2001-12-31,225.013,327.512,336.034,48.751,64.518,29.047,3.372,,-9.072,260.777,13.786,5.416158178313126,0.1450775814352119,0.28673010003866445,0.014985800820397042,0.12909031922600028,-0.04031767053459133,1.220209499006724,1.220209499006724
177111,TECHTARGET INC,TTGT,14,87874R308,USA,7310,A,2008,12,2008-12-31,210.012,19.075,104.544,12.314,3.904,7.712,66.993,,1.764,,3.0,5.3471646719420205,0.1177877257422712,0.018589413938251146,0.31899605736815034,0.03672171114031579,0.008399520027427004,0.014284898005828238,0.014284898005828238
171067,PALO ALTO NETWORKS INC,PANW,14,697435105,USA,7370,A,2017,7,2017-07-31,3438.3,2678.7,1761.6,-97.0,211.1,58.4,1375.0,,-216.6,524.7,,8.142732442170763,-0.055063578564940964,0.061396620422883394,0.39990693075066164,0.016985138004246284,-0.06299624814588604,0.1526044847744525,0.1526044847744525
148391,BRAND HOUSE COLLECTIVE INC,TBHC,14,497498105,USA,5700,A,2002,1,2003-01-31,79.058,39.901,341.504,39.38,25.175,6.683,4.244,,15.882,,,4.370181760305958,0.11531343703148426,0.31843709681499655,0.05368210680766019,0.0845328745983961,0.20089048546636645,0.0,0.0
031966,TPG RE FINANCE TRT INC,TRTX,11,87266M107,USA,6798,A,2015,12,2015-12-31,2119.753,1403.403,128.701,108.531,,,105.951,64.249,59.355,1367.007,,7.659054851444345,0.7884614162092194,0.010320582740063824,0.04998271024973192,1.0504268672181658e-05,0.02800090387889532,0.6448897583822266,0.6448897583822266
148271,KOPPERS INC,KOP1,,50099X005,USA,2860,I,2006,12,2006-12-31,635.4,575.7,1159.5,120.8,159.3,33.4,24.4,20.2,25.1,302.4,19.6,6.454254721835416,0.10418283742992669,0.25070821529745047,0.03840100723953415,0.05256531318854265,0.03950267548001259,0.5067673906200818,0.5067673906200818
110562,DIGITAL FUSION INC,DIGF,19,25386R101,USA,7370,I,2005,12,2005-12-31,13.675,7.942,20.927,0.962,0.492,0.47,0.067,,0.007,1.685,3.041,2.615569348308045,0.045969321928608975,0.035978062157221206,0.00489945155393053,0.03436928702010968,0.0005118829981718465,0.34559414990859233,0.34559414990859233
011748,PENFORD CORP,PENX,14,707051108,USA,2040,I,2005,8,2005-08-31,249.917,149.891,296.763,17.438,125.267,16.426,5.367,2.119,2.574,62.107,4.799,5.5211288627380455,0.05876069456097964,0.5012344098240615,0.0214751297430747,0.06572582097256288,0.010299419407243203,0.2677128806763846,0.2677128806763846
008215,O-I GLASS INC,,,,USA,3221,A,2023,12,2023-12-31,9669.0,7925.0,7129.0,1282.0,3775.0,426.0,913.0,,-103.0,4882.0,292.0,9.176680170483548,0.1798288680039276,0.39042300134450303,0.09442548350398179,0.04405833074775054,-0.010652601096287103,0.5351122142931016,0.5351122142931016
008162,OPTELECOM-NKF INC,OPTC,14,683818207,USA,3663,I,2008,12,2008-12-31,47.148,25.957,45.165,5.071,2.063,1.743,5.671,,-1.756,10.367,3.468,3.8532915903643232,0.11227720580095206,0.04375583269703911,0.12028081785017392,0.036968694324255535,-0.03724442182064987,0.2934376855858149,0.2934376855858149
025053,ICG COMMUNICATIONS,3ICGXQ,20,449246107,USA,4813,I,2001,12,2001-12-31,755.165,2873.177,499.996,39.632,531.187,67.768,146.587,,-112.665,45.37,5.338,6.626936268418329,0.07926463411707294,0.7034052160786054,0.1941125449405097,0.08973932849112447,-0.1491925605662339,0.0671482391265485,0.0671482391265485
165411,LEGACY BANCORP INC,LEGC,14,52463G105,USA,6036,I,2007,12,2007-12-31,924.541,791.449,55.243,8.945,18.866,1.23,62.225,1.399,1.245,114.182,57.255,6.829297398140199,0.16192096736238076,0.020405801365217982,0.06730366744146554,0.0013303898907674186,0.001346614157727997,0.18542931032804386,0.18542931032804386
008811,PUBLICARD INC,CARD.1,19,744627100,USA,3690,I,2001,12,2001-12-31,17.397,9.913,5.652,-7.481,0.596,2.132,4.479,,-14.821,,,2.856297777562413,-1.3236022646850671,0.0342587802494683,0.2574581824452492,0.12254986491923897,-0.8519284934184055,0.0,0.0
018172,TRAWS PHARMA INC,TRAW,14,68232V884,USA,2836,A,2024,12,2024-12-31,24.962,56.592,0.226,-22.314,0.01,0.012,21.338,,-166.523,,,3.217354668496262,-93.0,0.0007680327615343,0.8548193253745694,0.00048073071068023397,-6.67106001121705,0.0,0.0
149337,NASDAQ INC,NDAQ,14,631103108,USA,6200,A,2011,12,2011-12-31,14091.0,9105.0,3438.0,878.0,193.0,109.0,4573.0,,387.0,2072.0,3790.0,9.553291574695105,0.25538103548574753,0.01369668582783337,0.3245333901071606,0.007735433964942162,0.027464338939748777,0.4160102192889078,0.4160102192889078
065015,DBM GLOBAL INC,DBMG,19,24024P106,USA,3440,A,2011,12,2011-12-31,258.021,165.022,392.161,13.098,75.411,8.449,7.634,,-5.032,29.41,26.413,5.553040976958033,0.03339954763477245,0.2922669085074471,0.029586739063874646,0.032745396692517276,-0.01950228857341069,0.21635060712112578,0.21635060712112578
183606,APOLLO COMMERCIAL RE FIN INC,ARI,11,03762U105,USA,6798,A,2020,12,2020-12-31,6940.02,4669.491,429.173,236.974,,,325.498,215.749,18.377,4100.31,453.455,8.845059935341078,0.5521642787407409,0.010320582740063824,0.0469015939435333,0.008842549821829221,0.0026479750778816195,0.6561602127947758,0.6561602127947758
162384,CHINA FIRE & SECURTY GRP INC,CFSG,14,16938R103,USA,7370,I,2006,12,2006-12-31,48.309,23.33,32.455,8.518,3.53,0.539,11.049,,6.97,,,3.8776178787039686,0.2624557079032507,0.07307127036370034,0.2287151462460411,0.011157341282162746,0.1442795338342752,0.0,0.0
061417,BROOKLYN CHEESECAKE & -OLD,BCKE.1,19,11499Q933,USA,2050,I,2012,12,2012-12-31,0.061,0.102,0.012,-0.02,,0.006,0.001,,-0.026,,,-2.796881414808826,-1.6666666666666667,0.34034501265940936,0.01639344262295082,0.09836065573770492,-0.4262295081967213,0.0,0.0
025979,PERMA-FIX ENVIRONMENTAL SVCS,PESI,14,714157203,USA,4955,A,2012,12,2012-12-31,139.691,54.152,127.509,1.061,35.314,5.47,4.403,,-3.359,11.402,2.794,4.9394328404224055,0.008320981264067634,0.2528008246773235,0.03151956818979032,0.03915785555261255,-0.024045929945379445,0.10162429934641458,0.10162429934641458
037925,SANA BIOTCHNOLOGY INC,SANA,14,799566104,USA,2836,A,2021,12,2021-12-31,1129.407,400.905,,-313.997,161.784,11.07,550.996,,-355.928,101.784,9.159,7.029447995200758,0.11070856853989385,0.14324685432266668,0.48786309983911913,0.009801603850516245,-0.3151459128551532,0.09823119566285672,0.09823119566285672
142956,OMNICELL INC,OMCL,14,68213N109,USA,3559,A,2015,12,2015-12-31,578.747,176.359,484.559,73.726,32.309,25.639,82.217,,30.76,,,6.360865421801695,0.15215071848835746,0.05582577533879225,0.142060347613033,0.04430087758554256,0.053149303581703236,0.0,0.0
010685,TRANSCAT INC,TRNS,14,893529107,USA,8734,A,2008,3,2009-03-31,29.391,10.772,75.419,4.201,4.174,1.215,0.059,,1.556,3.559,,3.380688505030615,0.0557021440220634,0.14201626348201832,0.002007417236569018,0.04133918546493825,0.052941376611888,0.12109149059235821,0.12109149059235821
024926,USF CORP,USFC.1,14,91729Q101,USA,4213,I,2004,12,2004-12-31,1441.195,738.217,2394.579,216.555,775.94,104.475,150.798,10.41,23.795,250.022,0.065,7.273227909536807,0.09043552123358636,0.5384004246476015,0.10463400164446866,0.07249192510382009,0.01651060404733572,0.17352752403387467,0.17352752403387467
021124,EL POLLO LOCO HOLDINGS INC,LOCO,14,268603107,USA,5812,A,2015,12,2015-12-31,461.028,216.395,355.057,62.543,102.51,13.248,6.226,,24.054,123.461,0.177,6.133458778679315,0.17614918168068788,0.22235092011765012,0.013504602757316258,0.02873578177464275,0.05217470522397771,0.2681789392401329,0.2681789392401329
031170,UNVL STAINLESS & ALLOY PRODS,USAP,14,913837100,USA,3312,I,2007,12,2007-12-31,164.296,34.694,229.936,37.646,54.271,3.722,10.648,,22.504,1.453,2.447,5.101669679037792,0.16372381880175352,0.33032453620295077,0.06480985538296732,0.022654233821882457,0.1369722939085553,0.02373764425183815,0.02373764425183815
019416,NEPHROGENEX INC,NRXGQ,19,640667101,USA,2834,I,2014,12,2014-12-31,29.231,9.9,,-16.583,0.036,0.004,28.676,,-16.82,6.442,0.293,3.375229789964574,0.11070856853989385,0.001231569224453491,0.9810133077896752,0.00013684102493927679,-0.5754165098696589,0.2304060757415073,0.2304060757415073
031587,DOLLAR TREE INC,DLTR,14,256746108,USA,5331,A,2004,1,2005-01-31,1792.672,628.46,3126.009,422.842,685.386,129.291,317.807,,180.25,250.534,31.212,7.4914625232399485,0.13526576538967097,0.38232649363631493,0.1772811758090716,0.07212194980453758,0.10054823191303261,0.15716539333464236,0.15716539333464236
185380,SEMILEDS CORP,LEDS,14,816645204,USA,3674,A,2015,8,2015-08-31,38.52,9.154,14.124,-8.55,20.779,4.969,4.808,,-13.274,2.839,1.068,3.651177586929925,-0.6053525913338997,0.5394340602284527,0.12481827622014537,0.12899792315680167,-0.34460020768431976,0.10142782969885773,0.10142782969885773
187625,RED MOUNTAIN RESOURCES INC,RDMPQ,19,75678V302,USA,1311,I,2014,6,2014-06-30,97.226,42.565,22.498,7.198,83.17,9.961,1.682,,-9.508,26.8,,4.577038165409333,0.3199395501822384,0.8554296175920022,0.017299899203916648,0.10245201900726143,-0.09779277148087959,0.2756464320243556,0.2756464320243556
031384,SEACOR MARINE HLDGS INC,SMHI,11,78413P101,USA,4412,A,2020,12,2020-12-31,1017.663,615.827,141.837,7.303,760.925,57.167,36.018,,-78.915,444.96,39.443,6.925264101046848,0.05148868066865487,0.7477180559772734,0.03539285598474151,0.056174784776492806,-0.07754531706468645,0.47599549163131605,0.47599549163131605
152008,PLURI INC,PLUR,14,72942G203,USA,2836,A,2011,6,2011-06-30,46.016,2.594,,-10.802,2.088,0.312,42.829,,-10.848,,0.06,3.8289891620985816,0.11070856853989385,0.04537552155771906,0.9307414812239222,0.006780250347705147,-0.23574408901251742,0.001303894297635605,0.001303894297635605
014816,UNITRONIX CORP,UTRX,19,913287108,USA,7372,A,2005,6,2005-06-30,0.014,1.757,0.075,-0.143,,,0.007,,-0.255,1.315,0.178,-3.3813947543659757,-1.9066666666666665,0.037037037037037035,0.5,0.02426686217008798,-18.214285714285715,9.640463848505867,106.64285714285714
003369,RAVE RESTAURANT GROUP INC,RAVE,14,754198109,USA,5812,A,2009,6,2009-06-30,7.062,4.01,43.846,2.56,1.743,0.29,0.274,,1.172,0.621,,1.9547282975061948,0.05838616977603431,0.24681393372982158,0.03879920702350609,0.041064854148966295,0.16595865193996034,0.08793542905692438,0.08793542905692438
045722,METSERA INC,MTSR,14,59267L107,USA,2836,A,2022,12,2022-12-31,14.98,15.793,,,,,14.98,,,15.18,,2.7067159780890733,0.11070856853989385,0.0016786690433664856,0.9873983459673782,2.1444209327695782e-05,0.00804871018878801,1.0133511348464619,1.0133511348464619
030137,NEKTAR THERAPEUTICS,NKTR,14,640268306,USA,2834,A,2004,12,2004-12-31,744.921,277.579,114.27,-56.878,151.247,17.064,418.74,,-101.886,208.066,1.547,6.613278172488436,-0.4977509407543537,0.2030376375481427,0.5621267221624843,0.022907127064480663,-0.1367742351202342,0.2813895701691857,0.2813895701691857
004128,COBRA ELECTRONICS CORP,COBR,14,191042100,USA,3663,I,2002,12,2002-12-31,75.182,18.903,135.84,5.941,7.42,2.738,2.829,,1.72,,,4.319911840602082,0.043735276796230856,0.09869383629060147,0.037628687717804796,0.03641829161235402,0.02287781649862999,0.0,0.0
007366,ENTERGY CORP,ETR,11,29364G103,USA,4911,A,2010,12,2010-12-31,38685.276,29878.138,11487.577,3504.834,23848.355,1281.63,1337.516,603.963,1270.305,11359.235,457.071,10.563214341506379,0.3050977590835735,0.6164711090596846,0.03457429126264991,0.03312965894310797,0.03283691190415702,0.30544711636540994,0.30544711636540994
043861,ARRIVENT BIOPHARMA INC,AVBP,14,04272N102,USA,2836,A,2021,12,2021-12-31,43.039,1.818,,,,,37.28,,,,,3.762106681382867,0.11070856853989385,0.0007680327615343,0.866191128976045,0.021639161976811976,0.00804871018878801,0.0,0.0
182701,OFFICE PROPERTIES INCOME TR,OPITS,19,67623C109,USA,6798,A,2011,12,2011-12-31,1368.575,476.907,179.193,58.257,,,5.008,70.392,45.997,440.883,,7.221525331509528,0.32510756558570925,0.010320582740063824,0.003659280638620463,0.008842549821829221,0.0336094112489268,0.3221474891766984,0.3221474891766984
027924,FIBERMARK INC,3FMKIQ,13,315646109,USA,2621,I,2004,12,2004-12-31,405.806,507.682,438.07,35.803,248.853,18.69,1.194,,-25.597,,2.628,6.005875212891082,0.08172894742849315,0.6132314455675866,0.0029422926225832046,0.04605649004696826,-0.06307693824142571,0.0064760008476956975,0.0064760008476956975
157355,GENESIS HEALTHCARE CORP,GHCI,14,37184D101,USA,8051,I,2002,9,2002-09-30,1154.48,551.716,1362.166,126.174,728.447,35.7,22.494,,37.551,280.91,45.566,7.0514053051278225,0.092627477120997,0.6309741182177258,0.01948409673619292,0.030923012958214955,0.03252633220151064,0.28279052040745617,0.28279052040745617
003031,CHYRONHEGO CORP,CHYR,14,171607104,USA,3663,I,2002,12,2002-12-31,27.987,30.35,41.379,0.215,4.42,1.95,2.293,,-3.044,10.786,7.719,3.331740116646934,0.005195872302375601,0.1579304677171544,0.08193089648765499,0.06967520634580342,-0.10876478364955158,0.6611998427841498,0.6611998427841498
019570,S & T BANCORP INC,STBA,14,783859101,USA,6020,A,2014,12,2014-12-31,4964.686,4356.297,206.861,118.695,38.166,4.703,109.58,20.203,57.91,62.662,323.004,8.510105331780476,0.5737910964367378,0.007687495241390895,0.02207188934003077,0.0009472905235094427,0.011664383205705255,0.07768185137992614,0.07768185137992614
010195,SUPERIOR INDUSTRIES INTL,SSUP,19,868168105,USA,3714,A,2013,12,2013-12-31,653.388,170.325,789.564,63.059,219.892,28.466,203.051,5.435,22.824,,,6.482171133525411,0.07986559670906981,0.33654122818294796,0.31076634404060066,0.04356676278107342,0.03493177101507833,0.0,0.0
177925,WABCO HOLDINGS INC,WBC,11,92927K102,USA,3714,I,2010,12,2010-12-31,1524.9,1064.9,2175.7,309.1,350.3,83.3,118.9,,-226.1,96.8,16.7,7.329684113120966,0.14206921910189826,0.2297199816381402,0.07797232605416748,0.05462653288740245,-0.1482720178372352,0.07443111023673683,0.07443111023673683
018110,FARMERS CAPITAL BANK CORP,FFKT,14,309562106,USA,6020,I,2015,12,2015-12-31,1775.95,1600.252,83.447,38.849,33.112,4.155,120.493,,14.992,168.534,35.069,7.482090770002655,0.46555298572746767,0.01864466905036741,0.06784706776654748,0.0023395928939440864,0.00844167910132605,0.11464455643458431,0.11464455643458431
061181,INTEGRA LIFESCIENCES HOLDNGS,IART,14,457985208,USA,3842,A,2006,12,2006-12-31,613.618,317.456,419.297,92.275,42.559,19.018,22.697,,29.407,0.508,219.542,6.419372584694489,0.22007073744863426,0.0693574829943059,0.036988810628110644,0.030993223797215856,0.04792395268717671,0.3586107317581948,0.3586107317581948
004460,ESTERLINE TECHNOLOGIES CORP,ESL,11,297425100,USA,3812,I,2011,10,2011-10-31,3378.586,1804.668,1717.985,315.9,368.416,83.039,190.046,,133.04,1020.028,16.595,8.12521255775187,0.18387820615430286,0.10904443456522936,0.056250159090222955,0.024578033532371237,0.03937742002127517,0.3068215519747019,0.3068215519747019
031109,ANTERO MIDSTREAM CORP,AM,11,03676B102,USA,4922,A,2019,12,2019-12-31,6282.878,3139.464,792.588,484.657,3273.41,95.713,1.235,461.934,-355.114,2892.249,,8.745583434738696,0.6114866740349336,0.5210048643312826,0.0004049900629985716,0.015233942151988308,-0.056520912868274695,0.460338239895793,0.460338239895793
031507,NINE ENERGY SERVICE INC,NINE,11,65441V101,USA,1389,A,2015,12,2015-12-31,658.434,305.758,478.522,62.383,325.894,67.544,18.877,,-39.117,239.016,10.625,6.489864288369763,0.13036600198110015,0.49495317678005696,0.02866954015132876,0.10258279493464796,-0.05940914351324506,0.37914354362016545,0.37914354362016545
011301,ELME COMMUNITIES,ELME,11,939653101,USA,6798,A,2016,12,2016-12-31,2253.619,1201.557,313.561,,,,17.622,87.57,119.339,1059.053,52.571,7.720292647481539,0.11070856853989385,0.0024520334286783434,0.007819422892689491,0.008842549821829221,0.0529543813750239,0.4932617270266181,0.4932617270266181
042848,US GOLDMINING INC,USGO,14,90291W108,USA,1000,A,2021,11,2021-11-30,0.44,0.704,,-0.679,0.417,0.018,0.006,,-0.697,,0.495,-0.8209805520698302,0.11070856853989385,0.9143230659738049,0.013636363636363637,0.04090909090909091,-1.584090909090909,1.125,1.125
039271,CLIMB BIO INC,CLYM,14,28658R106,USA,2836,A,2021,12,2021-12-31,173.241,6.038,,-35.672,,,136.48,,-47.48,,,5.154683688668718,0.11070856853989385,0.0022561203018596878,0.7878042726606287,0.021639161976811976,-0.27406907140919295,0.0,0.0
006829,LOWE'S COS INC,LOW,11,548661107,USA,5211,A,2011,1,2012-01-31,33559.0,17026.0,50208.0,4757.0,21970.0,1480.0,1300.0,672.0,1839.0,7035.0,592.0,10.421060362759361,0.09474585723390695,0.6546678983283173,0.03873774546321404,0.044101433296582136,0.0547990106975774,0.22727137280610268,0.22727137280610268
061401,VERITY INC,VRTY.,14,92343C106,USA,7372,I,2001,5,2002-05-31,298.15,33.885,93.765,-0.782,6.625,4.251,153.923,,1.409,,,5.697596715569115,-0.008339998933503973,0.02222035887975851,0.5162602716753313,0.014257923863826936,0.004725809156464867,0.0,0.0
115814,TEXAS UNITED BANCSHARES INC,TXUI,14,882838105,USA,6020,I,2005,12,2005-12-31,1552.459,1414.546,100.397,31.739,53.52,4.643,95.386,2.612,10.736,68.888,203.512,7.347595404441196,0.31613494427124317,0.03447434038515671,0.061441880268657656,0.002990739207927552,0.00691548053765027,0.1754635710186227,0.1754635710186227
150179,MONARCH COMMUNITY BANCORP,MCBF,19,609045208,USA,6035,I,2012,12,2012-12-31,190.323,179.856,12.955,5.055,3.98,1.087,28.744,,-0.353,,7.059,5.2487226287960675,0.3901968351987649,0.020911818329891814,0.15102746383779153,0.005711343347887538,-0.001854741675992917,0.037089579294147315,0.037089579294147315
025080,BISYS GROUP INC,BSG.Z,11,055472104,USA,6200,I,2002,6,2002-06-30,1246.151,563.533,865.705,247.026,94.711,40.6,78.371,,115.861,300.0,93.0,7.1278148798057135,0.2853466250050537,0.07600282790769336,0.0628904522806626,0.03258032132542525,0.09297508889372155,0.31537109066236757,0.31537109066236757
016790,COMMUNITY FINANCIAL SYST INC,CBU,11,203607106,USA,6020,A,2003,12,2003-12-31,3855.397,3450.569,228.71,87.925,61.705,12.232,103.923,16.235,40.38,270.39,397.396,8.25722926383381,0.3844388089720607,0.016004836855970993,0.026955200722519626,0.0031726953151646896,0.010473629563959303,0.1732081028231334,0.1732081028231334
031477,AZENTA INC,AZTA,14,114340102,USA,8731,A,2005,9,2005-09-30,624.08,313.185,463.746,28.575,54.165,16.351,324.023,,-11.612,0.002,175.012,6.436278565280058,0.06161778214798618,0.0867917574669914,0.5192010639661582,0.026200166645301882,-0.01860658889885912,0.28043520061530575,0.28043520061530575
006924,MACROCHEM CORP/DE,3MACM,13,555903301,USA,2834,I,2005,12,2005-12-31,3.781,1.996,,-5.105,0.072,0.175,3.023,,-5.76,,,1.329988524908796,0.11070856853989385,0.019042581327691085,0.7995239354668078,0.04628405183813805,-1.5234065062152868,0.0,0.0
039156,TORRID HOLDINGS INC,CURV,11,89142B107,USA,5961,A,2021,1,2022-01-31,578.501,836.82,1278.794,80.586,337.202,35.204,29.287,,-29.944,527.89,66.235,6.360440275240707,0.06301718650541056,0.5828892257748907,0.05062566875424589,0.060853827391828194,-0.05176136255598521,1.0270077320523214,1.0270077320523214
050248,WEBTOON ENTERTAINMENT INC,WBTN,14,94845U105,USA,7370,A,2024,12,2024-12-31,1935.334,378.873,1348.478,-30.625,20.431,40.074,598.73,,-143.905,11.187,6.053,7.5680352003876425,-0.022710789497492726,0.010556834117521834,0.3093677887124393,0.020706503373577892,-0.07435667435181731,0.008908023111256247,0.008908023111256247
062654,SANDY SPRING BANCORP INC,SASR,14,800363103,USA,6020,I,2006,12,2006-12-31,2610.457,2372.68,192.338,66.369,47.756,8.859,106.897,13.028,32.871,36.808,314.732,7.867280580774702,0.3450644178477472,0.018294114785265568,0.040949534889867946,0.0033936586582349374,0.01259204805901802,0.13466607571011513,0.13466607571011513
003062,CINTAS CORP,CTAS,14,172908105,USA,7200,A,2024,5,2025-05-31,9825.241,5140.76,10340.181,2648.103,1876.857,303.377,263.973,631.785,1812.281,2603.737,50.744,9.192709965698711,0.2560983216831504,0.19102401661190804,0.026866821892714898,0.03087730876016171,0.18445155696435334,0.2701695561462564,0.2701695561462564
002818,CATO CORP  -CL A,CATO,11,149205106,USA,5621,A,2019,1,2020-01-31,684.976,368.462,825.335,52.656,289.47,15.485,216.107,32.592,35.897,147.184,63.149,6.529383801152083,0.06379954806230197,0.4225987479853309,0.3154957253976782,0.0226066314732195,0.05240621569222863,0.3070662329775058,0.3070662329775058
010983,RTX CORP,RTX,11,75513E101,USA,3724,A,2023,12,2023-12-31,161869.0,100424.0,74321.0,10064.0,17386.0,3885.0,6587.0,3239.0,3195.0,43767.0,1820.0,11.665055300146856,0.1354126020909299,0.10740784214395592,0.040693400218695365,0.024000889608263472,0.019738183345791967,0.28162897157578043,0.28162897157578043
