gvkey,conm,tic,exchg,cusip,fic,sic,costat,fyear,fyr,datadate,at,lt,sale,ebitda,ppent,dp,che,dvc,ni,dltt,dlc,log_assets,ebitda_margin,asset_tangibility,cash_holdings,non_debt_tax_shield,roa,book_leverage,lev
021520,CORINDUS VASCULAR ROBOTICS,CVRS,12,218730109,USA,3845,I,2014,12,2014-12-31,32.836,13.054,2.983,-19.808,1.284,0.622,28.526,,-24.541,7.594,1.517,3.4915254744860196,-6.640295005028494,0.03910342307223779,0.8687416250456816,0.018942623949323913,-0.7473809233767816,0.2774698501644537,0.2774698501644537
035712,OCUGEN INC,OCGN,14,67577C105,USA,2836,A,2019,12,2019-12-31,16.807,5.789,,-14.102,0.567,0.061,7.444,,-20.243,1.235,0.172,2.8217954662944296,0.11070856853989385,0.03373594335693461,0.44291069197358246,0.0036294401142381153,-1.2044386267626583,0.08371511870054145,0.08371511870054145
008606,PITNEY BOWES INC,PBI,11,724479100,USA,3579,A,2020,12,2020-12-31,5220.137,5153.742,3554.075,306.77,631.631,160.625,940.424,34.291,-181.544,2547.515,259.928,8.560278925743013,0.0863150046073873,0.12099893163723481,0.18015312624936855,0.030770265224839888,-0.034777631315040206,0.537810214559503,0.537810214559503
120774,BROCADE COMMUNICATIONS SYS,BRCD,14,111621306,USA,3576,I,2000,10,2000-10-31,455.179,64.302,329.045,,38.769,,204.29,,67.931,,0.042,6.120690748180273,0.11070856853989385,0.08517308575307736,0.44881244521386093,0.042716714922673024,0.1492401890245376,9.227139213364414e-05,9.227139213364414e-05
125094,UNITED REFINING CO,0123A,,911359008,USA,2911,I,2001,8,2001-08-31,355.557,279.591,1108.565,53.196,190.951,10.713,35.224,,17.279,180.979,0.121,5.873685573943346,0.04798636074564865,0.5370475057445079,0.09906709753991623,0.03013019009610273,0.04859699007472782,0.5093416807994218,0.5093416807994218
147226,NOVA BIOGENETICS INC,NVBG,19,66978M100,USA,2836,I,2002,6,2002-06-30,0.175,0.526,0.264,-1.005,0.002,,0.006,,-1.019,,0.275,-1.742969305058623,-3.806818181818181,0.01142857142857143,0.03428571428571429,0.02,-5.822857142857143,1.5714285714285716,1.5714285714285716
166435,VANDA PHARMACEUTICALS INC,VNDA,14,921659108,USA,2836,A,2009,12,2009-12-31,225.714,202.683,4.548,-34.523,1.317,1.425,205.295,,-35.859,,,5.419268711142113,-7.590809146877749,0.005834817512427231,0.9095359614379258,0.006313299130758393,-0.1588691884420107,0.0,0.0
148870,ADVANCED MEDICAL OPTICS INC,EYE.3,11,00763M108,USA,3845,I,2007,12,2007-12-31,2748.336,2149.6,1090.846,201.731,177.675,99.248,34.525,,-192.949,1543.23,64.5,7.91875091661014,0.1849307784966897,0.06464820895261715,0.012562146695309454,0.0361120328809869,-0.07020575359053624,0.5849830588399673,0.5849830588399673
176229,SENECA BIOPHARMA INC,SNCA,14,81689B103,USA,2836,I,2012,12,2012-12-31,8.75,1.777,0.408,-9.945,0.23,0.211,7.444,,-10.122,,,2.169053700369523,-24.375000000000004,0.026285714285714287,0.8507428571428571,0.024114285714285713,-1.1568,0.0,0.0
064821,ALEXANDRIA R E EQUITIES INC,ARE,11,015271109,USA,6798,A,2006,12,2006-12-31,3617.477,2208.348,316.821,,,,37.308,77.374,73.416,1952.076,72.79,8.193532100503395,0.11070856853989385,0.004818686183545276,0.010313265295121435,0.008842549821829221,0.020294807679495958,0.5597453694937107,0.5597453694937107
022962,RESERVE PETROLEUM CO,RSRV,19,761102102,USA,1311,A,2003,12,2003-12-31,7.957,0.319,2.91,1.452,1.637,0.83,4.864,0.166,0.5,,,2.0740520443953976,0.4989690721649484,0.20573080306648234,0.6112856604247832,0.10431066985044614,0.06283775292195551,0.0,0.0
065765,YUNHONG GREEN CTI LTD,YHGJ,14,98873Q209,USA,3060,A,2001,12,2001-12-31,24.664,19.821,27.446,2.862,8.699,1.612,0.11,,-0.032,4.169,6.016,3.2053446905838494,0.10427749034467682,0.35270029192345115,0.004459941615309763,0.06535841712617581,-0.0012974375608173856,0.41295004865390844,0.41295004865390844
180193,OAKTREE SPECIALTY LENDING CP,OCSL,14,67401P405,USA,6797,A,2012,9,2012-09-30,1389.002,485.432,165.116,109.679,,,74.393,94.078,79.401,466.251,,7.236340782638116,0.6642542212747401,0.010320582740063824,0.05355859818776359,0.008842549821829221,0.05716406455858235,0.33567338275970804,0.33567338275970804
030281,LA JOLLA PHARMACEUTICAL CO,LJPC,14,503459604,USA,2836,I,2017,12,2017-12-31,119.539,31.337,,-114.159,24.568,1.268,90.915,,-114.803,,,4.783642677960415,0.11070856853989385,0.20552288374505392,0.7605467671638545,0.010607416826307732,-0.960381130844327,0.0,0.0
177465,DEER CONSUMER PRODUCTS INC,DEER,19,24379J200,USA,3634,A,2009,12,2009-12-31,133.492,24.061,81.343,15.679,15.05,1.449,79.37,,12.369,,6.213,4.894041550951091,0.19275168115264987,0.11274083840230127,0.5945674647169868,0.010854583046175053,0.09265723788691457,0.04654211488328889,0.04654211488328889
038491,KALTURA INC,KLTR,14,483467106,USA,7370,A,2023,12,2023-12-31,183.736,153.416,175.172,-32.48,33.985,4.717,72.773,,-46.366,50.843,3.986,5.213499944714114,-0.18541776082935627,0.18496647363608656,0.3960737144598772,0.025672704314886576,-0.2523511995471764,0.2984118517873471,0.2984118517873471
028877,KEURIG DR PEPPER INC,GMCR,14,49271M100,USA,2080,A,2004,9,2004-09-30,78.332,33.917,137.444,19.527,36.502,4.674,4.514,,7.825,14.039,3.259,4.36095620405459,0.14207240767148804,0.46599091048358277,0.0576265127917071,0.059669100750651086,0.09989531736710414,0.22082929071133126,0.22082929071133126
062186,SOONER HOLDINGS INC-OLD,SOON.1,19,83599R947,USA,8744,I,2001,9,2001-09-30,6.068,7.377,2.711,0.019,4.014,0.172,0.017,,-0.771,5.904,0.998,1.8030290614862858,0.007008483954260421,0.6615029663810152,0.002801582069874753,0.028345418589321027,-0.12705998681608438,1.1374423203691497,1.1374423203691497
011531,APPLICA INC,APN.1,11,03815A106,USA,3634,I,2004,12,2004-12-31,375.937,264.967,726.733,29.44,38.327,17.49,10.463,,-132.954,61.008,92.455,5.929421576159801,0.04051006353089787,0.1019505927854933,0.02783179096497551,0.04652375265004508,-0.35366032074523124,0.4082146742672309,0.4082146742672309
062266,CSG SYSTEMS INTL INC,CSGS,14,126349109,USA,7374,A,2001,12,2001-12-31,374.046,123.998,476.908,196.521,42.912,14.546,83.599,,113.921,,31.5,5.924378784503716,0.41207318812014054,0.11472385749346337,0.22349924875550067,0.03888826507969608,0.30456414451698455,0.08421424102917822,0.08421424102917822
182728,JINZISHENG HOLDING GROUP,JGHG,19,47761Q102,USA,7372,A,2011,5,2012-05-31,0.025,0.594,0.002,-0.105,0.001,0.002,0.009,,-0.129,,0.435,-3.3813947543659757,-52.5,0.04,0.35999999999999993,0.08,-5.16,9.640463848505867,17.4
117114,SKINVISIBLE INC,SKVI,19,830703203,USA,2844,A,2003,12,2003-12-31,1.461,0.718,0.194,-1.336,0.078,0.062,,,-1.31,,0.043,0.37912113276856246,-6.88659793814433,0.053388090349075976,0.03639240506329114,0.042436687200547565,-0.8966461327857632,0.029431895961670083,0.029431895961670083
005165,GIGA-TRONICS INC,GIGAQ,19,375175304,USA,3670,A,2007,3,2008-03-31,10.361,2.969,18.331,0.09,0.4,0.128,1.845,,-0.234,,,2.3380487572696147,0.00490971578200862,0.03860631213203359,0.1780716147090049,0.012354019882250747,-0.02258469259723965,0.0,0.0
029511,CYTEC INDUSTRIES INC,CYT.1,11,232820100,USA,2890,I,2008,12,2008-12-31,3625.6,2150.9,3639.9,432.1,1116.3,147.7,55.3,23.8,-198.8,806.4,42.4,8.195775070833687,0.11871205252891563,0.30789386584289496,0.015252647837599293,0.040738084730803176,-0.054832303618711394,0.23411297440423653,0.23411297440423653
014227,FIRSTIME DESIGN LTD,FTDL,19,33766M106,USA,3873,A,2011,12,2011-12-31,3.876,0.641,4.703,-0.592,0.056,0.022,0.869,,-1.205,,,1.3548036940285197,-0.1258770997235807,0.014447884416924666,0.2242002063983488,0.005675954592363261,-0.3108875128998968,0.0,0.0
011819,GLEACHER & COMPANY INC,GLCH,19,377341201,USA,6211,I,2008,12,2008-12-31,694.271,595.981,145.013,1.712,1.691,1.491,7.847,,-17.362,25.384,15.693,6.542862374199005,0.011805838097274037,0.0024356483275262833,0.011302502913127585,0.0021475763786763385,-0.025007525879663702,0.059165657214545905,0.059165657214545905
005539,HEALTHCARE SERVICES GROUP,HCSG,14,421906108,USA,8090,A,2017,12,2017-12-31,676.003,276.051,1866.131,135.775,13.509,8.886,82.778,55.306,88.226,,35.382,6.516197513902939,0.0727574859428411,0.019983639125861867,0.12245211929532857,0.013144912078792547,0.130511255127566,0.05234000440826445,0.05234000440826445
012006,AMERICAN RESIDENTIAL PPTYS,,,,USA,6798,I,2013,12,2013-12-31,894.202,286.783,38.02,,,,24.294,,-24.983,268.377,,6.795931700433479,0.11070856853989385,0.010320582740063824,0.02716835793254768,0.008842549821829221,-0.027938877345387286,0.30013017192983243,0.30013017192983243
035768,GALERA THERAPEUTICS INC,GRTX,19,36338D108,USA,2836,A,2020,12,2020-12-31,84.098,77.98,,-70.185,1.553,0.368,72.776,,-74.218,63.665,0.238,4.431982785483283,0.11070856853989385,0.018466550928678445,0.8653713524697376,0.004375847225855549,-0.8825180146971391,0.759863492591976,0.759863492591976
006437,NORTH AMER GALV & COATINGS,NGAC.1,19,65686Y109,USA,3470,I,2006,12,2006-12-31,48.211,22.645,74.054,11.334,21.135,2.975,1.979,,4.535,7.753,1.608,3.8755872107869327,0.15305047667918004,0.4383854307108337,0.04104872332040406,0.06170790898342702,0.09406566966045093,0.19416730621642367,0.19416730621642367
138483,BRUKER CORP,BRKR,14,116794108,USA,3826,A,2022,12,2022-12-31,3611.8,2480.0,2530.7,552.4,538.2,88.7,645.5,29.8,296.6,1235.3,35.1,8.191961542018243,0.21827952740348522,0.14901157317680935,0.1787197519242483,0.02455839193753807,0.08211971869981727,0.35173597652140204,0.35173597652140204
178814,SCULPTOR CAPITAL MANAGEMENT,SCU,11,811246107,USA,6282,I,2013,12,2013-12-31,6869.274,4577.667,1895.923,1100.393,16.209,8.251,189.974,213.909,261.767,3144.327,261.518,8.834813702776307,0.5803996259341756,0.0023596380054136724,0.027655615426026094,0.0012011458561705355,0.03810693822957127,0.49580858180937315,0.49580858180937315
160503,ZIPREALTY INC,ZIPR,14,98974V107,USA,6531,I,2009,12,2009-12-31,52.392,10.762,123.13,-10.994,3.39,2.588,44.134,,-12.892,,,3.9587539079157525,-0.08928774466011533,0.0647045350435181,0.8423805161093296,0.04939685448160024,-0.24606810200030538,0.0,0.0
116826,ARTIFICIAL LIFE INC,ALIF,19,04314Q105,USA,7372,A,2009,12,2009-12-31,51.834,5.325,27.454,12.967,1.576,6.016,2.356,,7.569,,2.273,3.948046304604802,0.47231733080789684,0.030404753636609175,0.0454527916039665,0.11606281591233553,0.14602384535247134,0.04385152602538874,0.04385152602538874
010016,STANLEY BLACK & DECKER INC,SWK,11,854502101,USA,3540,A,2006,12,2006-12-31,3935.4,2383.4,4018.6,647.5,559.4,121.2,176.6,96.1,289.5,679.2,320.0,8.277767807527745,0.16112576519185787,0.14214565228439294,0.044874726838440814,0.030797377649031864,0.07356304314682116,0.2539004929613254,0.2539004929613254
008864,AMTECH SYSTEMS INC,ASYS,14,032332504,USA,3559,A,2006,9,2006-09-30,23.563,7.954,40.445,2.467,2.382,0.642,6.433,,1.318,0.617,0.258,3.159677685142236,0.06099641488441093,0.10109069303569156,0.2730127742647371,0.027246106183423165,0.05593515256970675,0.03713449051479014,0.03713449051479014
016848,TRAVERE THERAPEUTICS INC,TVTX,14,89422G107,USA,2836,A,2022,12,2022-12-31,672.585,629.734,212.018,-224.681,30.049,33.079,450.245,,-278.482,403.055,4.433,6.511128497540984,-1.0597260609948211,0.04467688098901997,0.6694246823821524,0.04918188779113421,-0.4140472951374176,0.6058535352408989,0.6058535352408989
146734,BKF CAPITAL GROUP INC,BKFG,19,05548G300,USA,3572,A,2013,12,2013-12-31,6.885,0.033,,-0.708,,,5.948,,-2.343,,,1.929345132180618,0.11070856853989385,0.024584853059922213,0.8639070442992013,0.05340196537201684,-0.3403050108932462,0.0,0.0
011234,WD-40 CO,WDFC,14,929236107,USA,2890,A,2010,8,2010-08-31,289.108,92.584,321.516,59.022,9.322,3.824,75.928,16.657,36.095,10.715,10.714,5.666800320725219,0.18357406785354383,0.03224400570029193,0.26262849869253013,0.013226890988834622,0.12484953719717198,0.07412108969658399,0.07412108969658399
028917,MONACO COACH CORP,MCOAQ,19,60886R103,USA,3711,I,2000,12,2000-12-31,321.61,134.985,901.89,76.189,103.59,6.359,,,42.521,,35.763,5.77333963134875,0.08447704265486922,0.3220981934641336,0.010036190353764497,0.019772395136967134,0.1322129287024657,0.11119990050060631,0.11119990050060631
010035,STATE STREET CORP,STT,11,857477103,USA,6282,A,2019,12,2019-12-31,245610.0,221179.0,13131.0,6845.0,3140.0,1078.0,73754.0,728.0,2242.0,11974.0,3632.0,11.665055300146856,0.5212855075774884,0.012784495745287243,0.3002890761776801,0.004389072106184602,0.009128292821953503,0.06353975815316966,0.06353975815316966
014403,DYNEX CAPITAL INC,DX,11,26817Q886,USA,6798,A,2020,12,2020-12-31,3087.754,2454.301,403.495,,,,302.679,38.372,177.53,0.111,2437.163,8.03519924475895,0.11070856853989385,0.010320582740063824,0.09802561991661252,0.008842549821829221,0.05749486519975361,0.7893355493993368,0.7893355493993368
020534,VIPER ENERGY INC,VNOM,14,64361Q101,USA,6792,A,2014,12,2014-12-31,537.402,2.051,77.767,68.018,478.285,27.601,15.61,2.314,29.634,,,6.286746417797093,0.7884614162092194,0.8899948269637998,0.029047156504813897,0.05136006192757005,0.05514307724943338,0.0,0.0
188355,LIQTECH INTERNATIONAL INC,LIQT,14,53632A300,USA,3590,A,2016,12,2016-12-31,11.412,5.142,13.906,-4.412,2.633,1.379,1.209,,-16.419,0.133,0.061,2.434665433351254,-0.31727311951675535,0.23072204696810372,0.10594111461619347,0.12083771468629512,-1.4387486855941114,0.016999649491763056,0.016999649491763056
008823,PULTEGROUP INC,PHM,11,745867101,USA,1531,A,2018,12,2018-12-31,10172.976,5355.194,10188.331,1380.026,92.935,49.429,1133.7,108.489,1022.023,3003.441,373.037,9.227490071604885,0.13545162598270513,0.009135478153098956,0.11144231540504962,0.0048588534957715425,0.10046450517528008,0.3319066121850675,0.3319066121850675
153128,STAR EQUITY HOLDINGS INC,STRR,14,443787205,USA,7361,A,2003,12,2003-12-31,250.924,181.563,1085.299,-60.079,38.625,21.299,26.137,,-328.812,0.302,0.453,5.5251501044373645,-0.05535709514152321,0.15393107076246193,0.10416301350209625,0.08488227511118904,-1.3104047440659323,0.003008879182541327,0.003008879182541327
145350,CENTERPOINT ENERGY RES CORP,CNP3,,15189W001,USA,4923,A,2015,12,2015-12-31,9153.0,5899.0,4527.0,540.0,4258.0,227.0,,43.0,-912.0,2028.0,365.0,9.121836973384779,0.11928429423459244,0.4652026657926363,0.0004049900629985716,0.02480061182126079,-0.09963946247132088,0.26144433519064786,0.26144433519064786
006314,K-TRON INTERNATIONAL INC,KTII,14,482730108,USA,3823,I,2001,12,2001-12-31,47.644,26.083,71.819,5.526,13.848,2.841,2.214,,1.048,12.499,2.186,3.8637567040186545,0.07694342722677842,0.29065569641507855,0.046469649903450594,0.05962975400889934,0.021996473847703805,0.3082234908907733,0.3082234908907733
031448,COX COMMUNICATIONS INC,COX,11,224044107,USA,4841,I,2000,12,2000-12-31,24720.824,15378.104,3506.931,1014.24,5916.425,873.405,78.442,,1925.255,9328.673,370.5,10.115401244349417,0.2892101384372832,0.2393296032527071,0.0031731142942484436,0.03533073978440201,0.07787988782250947,0.39234828903761465,0.39234828903761465
023500,CATHAY GENERAL BANCORP,CATY,14,149150104,USA,6020,A,2020,12,2020-12-31,19043.134,16624.99,743.394,381.641,133.917,7.66,1421.078,98.688,228.86,186.95,139.384,9.85446189564046,0.5133764867620669,0.0070322983601333695,0.07462416637933651,0.00040224471455171197,0.012017979813616814,0.01713657006246976,0.01713657006246976
066155,NORWOOD FINANCIAL CORP,NWFL,14,669549107,USA,6020,A,2020,12,2020-12-31,1851.864,1657.079,66.235,31.537,22.752,1.436,111.693,7.82,15.08,47.443,63.303,7.523947978384437,0.47613799350796404,0.01228599940384391,0.06031382434131232,0.0007754349131469697,0.00814314658095843,0.05980244769594311,0.05980244769594311
030477,MATTHEWS INTL CORP  -CL A,MATW,14,577128101,USA,3990,A,2018,9,2018-09-30,2375.485,1506.771,1602.58,236.856,252.775,76.974,41.572,24.637,107.371,929.342,31.26,7.772956906146926,0.14779667785695566,0.106409848936112,0.017500426228749078,0.03240348812979244,0.04519961186873417,0.40438142105717356,0.40438142105717356
061355,CHECKFREE CORP,CKFR,14,162813109,USA,7389,I,2004,6,2004-06-30,1548.932,249.75,606.464,56.134,91.912,35.52,208.029,,10.535,25.504,4.192,7.345320940163402,0.09255949240185732,0.059338950967505355,0.13430479840302867,0.022931929871679326,0.006801460619317052,0.01917191974857515,0.01917191974857515
003054,CIRCUIT CITY STORES INC,CCTYQ,19,172737108,USA,5731,I,2006,2,2007-02-28,4007.283,2216.039,12429.754,303.97,921.027,181.473,739.482,20.142,-8.281,50.487,97.062,8.29586873454601,0.024455029439842495,0.22983827196631734,0.18453450879311492,0.0452857958871385,-0.0020664874429881797,0.03682020960336468,0.03682020960336468
015331,BTU INTERNATIONAL INC,BTUI,14,056032105,USA,3559,I,2009,12,2009-12-31,58.794,23.101,45.086,-11.383,6.332,2.076,25.397,,-14.565,8.687,0.31,4.074039808881737,-0.25247305150157473,0.10769806442834304,0.4319658468551213,0.035309725482192064,-0.24772936013878968,0.1530258189611185,0.1530258189611185
010391,TEKTRONIX INC,TEK.1,11,879131100,USA,3825,I,2002,5,2003-05-31,1391.302,612.076,791.048,90.546,127.985,33.545,296.756,,25.329,55.002,56.584,7.23799527835129,0.11446334482863241,0.0919893739820686,0.2132937349331777,0.024110509436484677,0.018205249471358483,0.08020257284184168,0.08020257284184168
153668,VIRGIN MEDIA INC,VMED,14,92769L101,USA,4841,I,2002,12,2002-12-31,13041.4,18217.5,3265.1,974.1,11088.9,1541.6,507.2,,-2375.8,,5955.4,9.47588419168095,0.2983369575204435,0.8502844786602666,0.0388915300504547,0.11820816783474167,-0.18217369300841937,0.4566534267793335,0.4566534267793335
009230,RONSON CORP,RONCQ,19,776338204,USA,9995,I,2002,12,2002-12-31,12.888,10.43,23.601,1.27,4.29,0.671,0.312,0.077,0.212,2.273,1.971,2.5562966458746734,0.05381127918308547,0.3328677839851024,0.024208566108007448,0.05206393544382371,0.016449410304158908,0.32929857231533205,0.32929857231533205
004860,FOSTER (LB) CO,FSTR,14,350060109,USA,5051,A,2020,12,2020-12-31,370.395,193.565,497.411,31.084,78.154,13.579,7.564,,7.582,58.421,2.672,5.914570003760827,0.062491581408533385,0.21100176838240256,0.020421441974108723,0.0366608620526735,0.02047003874242363,0.1649401314812565,0.1649401314812565
063718,BEXIL CORP,BXLC,19,088577200,USA,6799,A,2009,12,2009-12-31,38.326,0.272,0.285,-1.142,,,37.743,,-0.597,,,3.6461285170463036,-4.007017543859649,0.0007680327615343,0.9847883943015185,0.015589814654425776,-0.015576892970829202,0.0,0.0
013424,TECHNOLOGY MONITORING SOLTNS,TMSG,19,87873L104,USA,3812,I,2009,12,2009-12-31,9.83,18.689,12.339,1.412,4.461,2.123,0.72,,-1.923,13.127,2.304,2.285438934159075,0.11443390874463083,0.4538148524923703,0.07324516785350967,0.21597151576805698,-0.19562563580874873,1.5697863682604274,1.5697863682604274
183831,BERGIO INTERNATIONAL INC,BRGO,19,084080506,USA,3910,A,2013,12,2013-12-31,2.522,0.667,1.999,-0.7,0.125,0.019,,,-0.836,,0.49,0.9250522375427277,-0.35017508754377186,0.04956383822363204,0.0164185947925838,0.00753370340999207,-0.33148295003965106,0.1942902458366376,0.1942902458366376
002595,CACHE INC,CACH,19,127150308,USA,5621,A,2009,12,2009-12-31,110.997,40.714,219.775,2.197,31.713,11.855,37.015,,-8.694,1.425,1.408,4.70950317392007,0.0099965874189512,0.28571042460607043,0.33347748137337047,0.10680468841500221,-0.07832644125516906,0.02552321233907223,0.02552321233907223
002312,ROBERT HALF INC,RHI,11,770323103,USA,7363,A,2022,12,2022-12-31,2964.488,1395.93,7238.142,1024.151,311.685,49.065,1091.36,189.266,657.919,151.768,86.083,7.994459615239077,0.141493631929299,0.10513957216220812,0.3681445160176057,0.01655091874212343,0.22193343336184868,0.0802334163605992,0.0802334163605992
026567,FREEDOM HOLDING CORP,FRHC,14,356390104,USA,6211,A,2024,3,2025-03-31,9914.017,8699.659,1969.367,584.839,230.931,17.158,1644.77,,84.65,506.942,1443.303,9.201704893325871,0.2969680105333338,0.023293383499342398,0.16590348796053103,0.0017306809137002692,0.008538415861098483,0.19671592251657427,0.19671592251657427
164266,MEDIVATION INC,MDVN,14,58501N101,USA,2836,I,2011,12,2011-12-31,175.117,173.796,60.389,-42.5,0.72,0.43,145.132,,-38.841,,,5.165454321957772,-0.7037705542400106,0.004111536858214793,0.8287716212589298,0.002455501179211613,-0.22180028209711222,0.0,0.0
026060,ITEC ATTRACTIONS INC,3ITAT,13,450328109,USA,5812,I,2004,12,2004-12-31,8.255,6.019,9.459,0.84,6.375,0.546,0.774,,0.1,4.393,0.217,2.1108190773720916,0.08880431335236283,0.7722592368261659,0.09376135675348272,0.06614173228346457,0.012113870381586917,0.5584494245911568,0.5584494245911568
130299,UNR HOLDINGS INC,UNRH,19,903115103,USA,6552,I,2007,12,2007-12-31,1.282,0.876,0.417,-0.277,0.489,0.016,0.031,,-7.585,0.1,0.23,0.24842135849847832,-0.6642685851318946,0.3814352574102964,0.02418096723868955,0.0124804992199688,-5.916536661466458,0.2574102964118565,0.2574102964118565
007171,MCKESSON CORP,MCK,11,58155Q103,USA,5122,A,2017,3,2018-03-31,60381.0,48865.0,208357.0,3911.0,2464.0,806.0,2672.0,270.0,67.0,6751.0,1129.0,11.008429764899107,0.018770667652154717,0.04080753879531641,0.044252331031284675,0.013348569914377039,0.0011096205760090096,0.13050462893956707,0.13050462893956707
007781,NATIONAL TECHNICAL SYS INC,NTSC,14,638104109,USA,8734,I,2000,1,2001-01-31,61.321,36.088,84.804,7.396,29.684,4.197,3.344,,0.431,19.782,3.572,4.1161223617636615,0.08721286731757935,0.48407560215912987,0.054532704946103294,0.06844311084294125,0.0070285872702663035,0.38084832276055514,0.38084832276055514
156416,ALLEGHENY ENRG SUPPLY CO LLC,AYE5,,017363003,USA,4911,A,2006,12,2006-12-31,3568.96,2750.673,1492.882,494.799,2733.087,86.758,71.824,,168.656,2066.732,108.098,8.180029515806172,0.3314387875264086,0.7657936765892585,0.02012463014435578,0.02430904241011387,0.04725634358468574,0.6093735990316507,0.6093735990316507
025089,1PM INDUSTRIES INC,OPMZ,19,68276T100,USA,2834,A,2015,2,2016-02-29,0.028,0.251,,-0.188,,,0.009,,-0.243,0.114,,-3.3813947543659757,0.11070856853989385,0.8163565566825524,0.3214285714285714,0.03672251403207402,-8.678571428571429,4.071428571428571,4.071428571428571
149051,VOLUME SERVICES AMERICA INC,0339B,1,928734938,USA,5812,I,2000,12,2000-12-31,265.696,272.205,522.533,47.989,62.688,26.3,14.726,,-4.219,216.741,9.443,5.58235279807962,0.09183917570756296,0.2359388172949536,0.0554242442490666,0.0989853065157172,-0.015879049741057447,0.8512886908346381,0.8512886908346381
061441,HEARST-ARGYLE TELEVISION,HTV,11,422317107,USA,4833,I,2006,12,2006-12-31,3958.088,2075.281,785.402,287.936,295.094,59.161,18.61,25.991,98.723,911.143,90.048,8.28351635936659,0.3666097106959238,0.07455468397872912,0.004701765094661867,0.014946863232954901,0.024942093253106045,0.252948140617389,0.252948140617389
009867,SOUTHERN UNION CO,SUG,11,844030106,USA,4924,I,2002,6,2002-06-30,2676.467,1991.103,1290.55,198.745,1456.36,77.176,1.163,,19.624,1182.21,240.003,7.892252920222586,0.1540002324590291,0.5441352349944908,0.0004345280550815684,0.028835027668938192,0.007332053785830349,0.5313769981098216,0.5313769981098216
012915,ORASURE TECHNOLOGIES INC,OSUR,14,68554V108,USA,2835,A,2012,12,2012-12-31,191.725,21.41,87.82,-9.004,18.546,7.25,87.888,,-15.115,,,5.256062053650923,-0.10252789797312685,0.09673229886556266,0.45840657191289613,0.03781457817186074,-0.07883687573347242,0.0,0.0
005288,GRAYBAR ELECTRIC CO INC,1737B,1,389406109,USA,5063,A,2020,12,2020-12-31,2551.2,1616.2,7265.7,270.6,525.4,52.8,131.2,90.7,121.8,101.6,83.5,7.844319115695848,0.037243486518848845,0.205942301661963,0.051426779554719346,0.020696142991533398,0.04774223894637818,0.0725540921919097,0.0725540921919097
009208,ROCKY MOUNTAIN MINERALS INC,RMMI,19,774725105,USA,6795,I,2007,10,2007-10-31,0.263,0.338,,-0.33,,,0.037,,-0.357,,0.289,-1.3356012468043725,0.11070856853989385,0.010320582740063824,0.14068441064638781,0.008842549821829221,-1.3574144486692015,1.0988593155893536,1.0988593155893536
176703,ESSA BANCORP INC,ESSA,14,29667D104,USA,6036,I,2015,9,2015-09-30,1606.544,1435.264,62.075,24.854,16.553,1.963,20.508,3.546,9.791,161.301,159.139,7.38184056691412,0.40038662907772854,0.010303483751456543,0.012765289964047046,0.001221877520939358,0.006094448704797379,0.1994592118236413,0.1994592118236413
063388,WILHELMINA INTERNATIONAL INC,WHLMD,19,968235309,USA,7900,A,2015,12,2015-12-31,43.77,15.991,83.8,2.869,2.111,0.474,4.556,,1.507,,,3.778948651202804,0.034236276849642006,0.04822938085446653,0.104089559058716,0.010829335161069225,0.03442997486863148,0.0,0.0
187631,MERRIMACK PHARMACEUTICALS,MACK,14,590328209,USA,2836,I,2012,12,2012-12-31,148.974,155.394,48.921,-88.912,6.297,3.83,110.052,,-91.277,37.482,2.373,5.003771794074853,-1.8174608041536355,0.04226912078617746,0.7387329332635226,0.025709184152939442,-0.6127042302683691,0.2675299045471022,0.2675299045471022
001013,ADC TELECOMMUNICATIONS INC,ADCT.1,14,000886309,USA,3661,I,2005,10,2005-10-31,1535.0,761.1,1169.2,159.0,221.1,67.2,445.4,,110.7,400.0,0.3,7.336285660021297,0.13599042080054738,0.14403908794788273,0.2901628664495114,0.0437785016286645,0.07211726384364821,0.2607817589576547,0.2607817589576547
025318,U S PHYSICAL THERAPY INC,USPH,11,90337L108,USA,8000,A,2010,12,2010-12-31,140.861,24.478,211.233,38.972,13.923,5.667,9.179,,15.645,5.75,0.25,4.947773588539545,0.1844976873878608,0.09884212095611987,0.06516353000475647,0.04023114985695118,0.11106693832927496,0.042595182484860966,0.042595182484860966
065827,PYR ENERGY CORP,PYR.1,12,693677106,USA,1311,I,2003,8,2003-08-31,9.09,7.46,0.195,-4.4,5.317,0.239,3.658,,-5.237,6.304,,2.2071749081893874,-22.564102564102566,0.5849284928492849,0.4024202420242024,0.026292629262926293,-0.5761276127612761,0.6935093509350936,0.6935093509350936
260298,LAMAR MEDIA CORP,LAMR1,,51299X001,USA,6798,A,2014,12,2014-12-31,3300.46,2333.569,1287.06,534.258,1083.64,258.435,25.535,241.422,287.035,1884.27,15.625,8.101817131679534,0.4150995291594798,0.32832999036497945,0.007736800324803209,0.07830272143882974,0.086968180193064,0.5756455160795768,0.5756455160795768
035708,PROGYNY INC,PGNY,14,74340E103,USA,8090,A,2018,12,2018-12-31,41.324,30.202,105.4,-1.569,0.776,1.883,0.127,,0.661,,0.253,3.721443444987199,-0.014886148007590132,0.018778433839899335,0.003073274610395896,0.04556674087697222,0.01599554738166683,0.006122350208111509,0.006122350208111509
